 ,Area,Mean,Min,Max,Circ.,AR,Round,Solidity
861,461,5370.386,3389,7577,0.909,1.204,0.830,0.947
862,318,4411.701,3393,5654,0.938,1.165,0.859,0.944
863,294,4851.350,3395,6893,0.887,1.074,0.932,0.925
864,321,4205.586,3395,5128,0.898,1.189,0.841,0.930
865,357,5375.345,3435,7763,0.942,1.113,0.898,0.946
866,311,4439.363,3389,5725,0.807,1.641,0.610,0.917
867,326,4241.847,3389,5402,0.781,1.222,0.818,0.913
868,324,4213.383,3385,5421,0.618,1.280,0.781,0.891
869,326,5428.239,3386,7610,0.926,1.240,0.806,0.950
870,421,4162.287,3385,5444,0.862,1.167,0.857,0.920
871,372,4424.664,3385,5631,0.813,1.282,0.780,0.927
872,321,5292.262,3393,7320,0.928,1.175,0.851,0.948
873,331,3877.785,3383,4703,0.709,1.424,0.702,0.855
874,308,4688.393,3395,6466,0.947,1.059,0.944,0.946
875,325,4371.658,3399,5980,0.818,1.346,0.743,0.921
876,305,4847.869,3383,6309,0.930,1.120,0.893,0.937
877,327,3966.239,3384,4905,0.809,1.374,0.728,0.907
878,441,8215.435,3410,15014,0.788,1.304,0.767,0.894
879,290,4009.590,3382,5157,0.742,1.252,0.799,0.902
880,338,5472.849,3395,7362,0.930,1.058,0.945,0.942
881,308,4512.448,3383,5968,0.850,1.286,0.778,0.925
882,323,3990.653,3385,4925,0.761,1.139,0.878,0.907
883,289,5056.557,3453,6684,0.922,1.139,0.878,0.935
884,382,4876.309,3445,7365,0.907,1.162,0.861,0.950
885,386,3900.171,3383,5063,0.756,1.212,0.825,0.898
886,312,4105.054,3389,5450,0.817,1.284,0.779,0.912
887,321,4268.115,3396,5761,0.862,1.202,0.832,0.917
888,182,8286.742,3384,13694,0.884,1.434,0.697,0.926
889,469,5384.629,3389,7099,0.917,1.131,0.884,0.951
890,327,5173.602,3390,7114,0.899,1.149,0.870,0.932
891,332,4021.566,3383,4885,0.798,1.132,0.884,0.894
892,292,4989.418,3405,6765,0.907,1.111,0.900,0.930
893,346,4252.361,3383,5251,0.877,1.184,0.844,0.941
894,489,4673.967,3383,5937,0.847,1.125,0.889,0.940
895,328,4603.308,3406,6215,0.865,1.347,0.743,0.923
896,348,4377.618,3393,5818,0.847,1.099,0.910,0.924
897,326,4954.199,3395,6655,0.935,1.080,0.926,0.938
898,464,5515.267,3385,7914,0.915,1.198,0.835,0.951
899,295,4723.210,3387,6475,0.900,1.276,0.784,0.931
900,236,6368.242,3428,8876,0.948,1.205,0.830,0.937
901,361,6264.784,3393,8823,0.927,1.156,0.865,0.951
902,333,4073.120,3405,5103,0.824,1.066,0.938,0.902
903,434,6890.306,3420,9336,0.922,1.136,0.880,0.943
904,428,6723.215,3382,9532,0.941,1.144,0.874,0.956
905,341,5064.534,3389,6815,0.893,1.152,0.868,0.925
906,323,4420.043,3390,5831,0.858,1.144,0.874,0.946
907,455,6529.396,3383,10226,0.938,1.139,0.878,0.950
908,303,4178.670,3383,5393,0.821,1.108,0.902,0.907
909,307,4232.495,3383,5784,0.726,1.320,0.758,0.880
910,283,5238.597,3443,6885,0.927,1.070,0.935,0.946
911,314,5524.475,3387,7601,0.920,1.113,0.898,0.935
912,333,4041.324,3384,5440,0.787,1.167,0.857,0.888
913,268,5666.925,3402,7770,0.888,1.149,0.871,0.931
914,484,5614.079,3404,7566,0.877,1.258,0.795,0.944
915,456,6625.689,3422,8950,0.932,1.137,0.880,0.955
916,316,4205.123,3388,5431,0.745,1.189,0.841,0.889
917,287,5446.648,3420,7520,0.922,1.240,0.806,0.950
918,307,4612.020,3383,6616,0.927,1.085,0.922,0.949
919,324,5583.994,3382,7479,0.923,1.107,0.903,0.945
920,455,4488.679,3387,5654,0.844,1.128,0.886,0.919
921,330,4195.709,3387,5696,0.773,1.629,0.614,0.899
922,289,5037.495,3433,6829,0.888,1.154,0.867,0.940
923,411,7806.046,3390,11189,0.953,1.166,0.858,0.959
924,466,6864.129,3383,19824,0.775,1.496,0.669,0.883
925,460,3954.465,3382,4945,0.511,1.313,0.761,0.862
926,333,4079.736,3389,5132,0.819,1.211,0.826,0.907
927,302,4590.748,3390,6433,0.928,1.119,0.894,0.936
928,389,8060.177,3389,12291,0.926,1.116,0.896,0.940
929,356,5797.860,3421,7776,0.930,1.185,0.844,0.952
930,454,6382.934,3424,9194,0.871,1.183,0.845,0.934
931,332,5037.190,3401,7238,0.876,1.403,0.713,0.938
932,485,6118.571,3395,15038,0.596,1.888,0.530,0.823
933,441,6373.066,3390,9594,0.888,1.154,0.867,0.949
934,332,5414.470,3394,7663,0.897,1.060,0.943,0.926
935,321,5275.134,3385,6964,0.921,1.044,0.958,0.944
936,366,4241.954,3383,5158,0.830,1.217,0.822,0.913
937,406,4299.584,3387,5361,0.798,1.057,0.947,0.914
938,411,4528.338,3385,5726,0.879,1.344,0.744,0.934
939,470,7175.655,3391,10362,0.919,1.136,0.880,0.955
940,271,5337.491,3417,7035,0.922,1.169,0.855,0.936
941,303,4585.079,3393,5824,0.908,1.183,0.845,0.928
942,495,4289.853,3386,5435,0.814,1.176,0.850,0.933
943,289,5039.713,3402,6635,0.888,1.331,0.751,0.937
944,299,3685.221,3385,4490,0.518,1.257,0.795,0.787
945,327,5675.208,3400,7784,0.922,1.166,0.858,0.942
946,304,4422.586,3386,5487,0.851,1.157,0.864,0.927
947,280,4938.229,3389,6702,0.935,1.150,0.870,0.941
948,339,4862.714,3390,6826,0.888,1.019,0.981,0.921
949,452,6711.042,3410,9511,0.910,1.162,0.861,0.948
950,494,5595.158,3384,7808,0.901,1.023,0.978,0.948
951,456,6764.173,3395,10458,0.926,1.070,0.935,0.949
952,306,4554.422,3387,6046,0.863,1.219,0.820,0.929
953,414,6053.556,3505,8245,0.937,1.190,0.840,0.964
954,472,6827.337,3402,9964,0.891,1.270,0.787,0.945
955,332,4396.482,3385,6245,0.870,1.296,0.772,0.922
956,406,8509.404,3398,15347,0.784,1.449,0.690,0.901
957,366,5232.036,3388,6888,0.883,1.276,0.784,0.937
958,323,4007.978,3387,5069,0.794,1.348,0.742,0.903
959,467,5150.895,3389,6994,0.884,1.220,0.820,0.936
960,356,4409.205,3387,5828,0.839,1.219,0.820,0.927
961,290,4651.948,3384,6217,0.847,1.225,0.816,0.929
962,305,4923.616,3400,6365,0.923,1.121,0.892,0.936
963,493,7577.241,3382,11601,0.894,1.188,0.842,0.949
964,336,4041.238,3387,5201,0.769,1.259,0.794,0.907
965,399,5714.316,3420,7724,0.926,1.220,0.819,0.950
966,312,4016.256,3384,4865,0.708,1.696,0.590,0.864
967,312,4183.138,3386,5446,0.826,1.458,0.686,0.911
968,271,4980.520,3402,6162,0.905,1.230,0.813,0.926
969,494,6257.947,3414,8404,0.890,1.276,0.784,0.943
970,367,5255.907,3400,7582,0.900,1.104,0.906,0.943
971,461,6289.464,3385,8633,0.922,1.130,0.885,0.953
972,322,5413.466,3409,7262,0.940,1.178,0.849,0.946
973,341,5116.434,3393,6902,0.931,1.125,0.889,0.942
974,435,6805.676,3450,9964,0.918,1.196,0.836,0.945
975,416,4618.565,3413,6587,0.876,1.191,0.840,0.929
976,480,6453.685,3392,8945,0.901,1.131,0.884,0.941
977,363,4147.592,3383,5331,0.705,1.152,0.868,0.878
978,309,4583.362,3384,5936,0.919,1.271,0.787,0.932
979,425,4927.546,3388,6828,0.871,1.286,0.778,0.929
980,306,4222.131,3408,5212,0.815,1.254,0.797,0.912
981,316,4156.373,3398,5359,0.806,1.201,0.833,0.912
982,318,4369.469,3388,5506,0.833,1.240,0.807,0.928
983,293,3906.522,3384,4674,0.871,1.209,0.827,0.914
984,458,6387.245,3404,8652,0.911,1.162,0.861,0.943
985,347,4146.274,3389,5185,0.845,1.307,0.765,0.924
986,460,7207.746,3412,10209,0.907,1.101,0.909,0.948
987,190,7905.458,3410,12040,0.854,1.465,0.683,0.911
988,475,6706.907,3419,9786,0.896,1.071,0.934,0.950
989,400,4565.752,3404,6071,0.902,1.162,0.860,0.933
990,372,4706.645,3399,6348,0.877,1.117,0.895,0.935
991,188,7665.117,3444,11455,0.934,1.375,0.727,0.949
992,282,4818.986,3389,6749,0.916,1.186,0.843,0.932
993,450,6488.780,3383,9336,0.869,1.057,0.946,0.932
994,296,4870.926,3404,6802,0.937,1.191,0.839,0.935
995,311,5211.505,3399,6627,0.868,1.518,0.659,0.947
996,317,4115.375,3386,5011,0.845,1.442,0.693,0.922
997,287,5022.686,3383,6972,0.940,1.088,0.919,0.944
998,370,6216.246,3382,9216,0.907,1.106,0.904,0.939
999,469,8172.399,3383,12455,0.925,1.142,0.876,0.953
1000,287,5093.533,3394,6384,0.933,1.100,0.909,0.938
1001,198,7629.798,3436,12021,0.902,1.194,0.838,0.927
1002,435,4702.248,3383,6492,0.858,1.458,0.686,0.946
1003,306,4994.284,3392,6643,0.910,1.115,0.896,0.932
1004,271,3895.982,3386,4791,0.547,1.380,0.725,0.867
1005,295,5579.949,3469,7403,0.900,1.141,0.876,0.932
1006,282,5732.096,3382,7743,0.909,1.353,0.739,0.935
1007,296,4808.034,3389,6855,0.937,1.134,0.882,0.935
1008,378,4547.476,3387,5743,0.852,1.470,0.680,0.932
1009,463,6666.302,3394,9587,0.907,1.140,0.878,0.946
1010,361,4592.175,3388,6236,0.832,1.124,0.890,0.932
1011,436,5553.163,3428,7613,0.860,1.444,0.693,0.940
1012,320,4595.331,3407,6296,0.902,1.247,0.802,0.936
1013,420,7195.783,3386,10976,0.938,1.082,0.924,0.952
1014,377,4049.753,3384,5460,0.641,1.297,0.771,0.879
1015,262,4901.500,3393,6312,0.942,1.042,0.959,0.948
1016,426,6982.401,3416,10227,0.905,1.125,0.889,0.938
1017,258,5098.023,3390,6726,0.920,1.097,0.912,0.940
1018,272,5733.147,3465,7646,0.978,1.117,0.895,0.959
1019,466,4622.627,3385,5855,0.876,1.060,0.943,0.936
1020,332,5405.654,3402,8265,0.922,1.085,0.921,0.935
1021,370,4474.932,3384,5631,0.858,1.053,0.950,0.938
1022,271,5036.886,3422,6565,0.922,1.051,0.952,0.934
1023,318,4405.421,3387,5974,0.853,1.055,0.948,0.916
1024,444,4317.428,3390,5470,0.870,1.141,0.876,0.944
1025,470,6559.526,3399,9881,0.921,1.182,0.846,0.949
1026,409,9365.328,3394,17530,0.780,1.100,0.909,0.889
1027,274,5064.814,3420,7660,0.907,1.121,0.892,0.935
1028,267,5100.970,3414,6754,0.909,1.209,0.827,0.930
1029,388,6231.866,3394,8715,0.936,1.188,0.841,0.953
1030,344,5339.971,3382,7060,0.914,1.187,0.842,0.945
1031,496,7553.730,3426,11114,0.917,1.065,0.939,0.949
1032,346,4690.829,3382,6853,0.718,2.004,0.499,0.908
1033,291,4313.546,3386,5536,0.803,1.446,0.692,0.909
1034,341,4490.411,3389,5722,0.900,1.074,0.931,0.938
1035,262,4990.046,3398,6735,0.868,1.516,0.660,0.924
1036,307,3952.391,3396,4930,0.785,1.606,0.623,0.902
1037,353,5686.028,3386,7427,0.916,1.254,0.798,0.946
1038,160,10005.237,3390,20161,0.814,1.666,0.600,0.889
1039,305,5365.036,3397,6932,0.914,1.035,0.966,0.933
1040,251,5509.239,3417,7368,0.913,1.177,0.850,0.930
1041,315,5631.902,3396,7748,0.881,1.491,0.671,0.935
1042,308,6242.468,3408,9166,0.923,1.196,0.836,0.940
1043,359,5518.663,3403,7983,0.916,1.205,0.830,0.941
1044,241,5579.813,3428,7716,0.902,1.005,0.995,0.923
1045,301,4413.066,3384,5772,0.848,1.036,0.965,0.919
1046,292,4934.521,3383,6667,0.931,1.158,0.863,0.939
1047,379,4255.673,3393,5497,0.703,1.746,0.573,0.889
1048,276,3938.707,3383,4912,0.628,1.612,0.620,0.830
1049,350,9558.734,3384,20960,0.899,1.301,0.769,0.949
1050,366,10396.202,3397,19458,0.871,1.446,0.692,0.935
1051,316,4735.285,3383,6102,0.923,1.143,0.875,0.936
1052,405,4047.570,3388,5132,0.736,1.174,0.852,0.906
1053,474,4886.764,3384,6962,0.884,1.071,0.933,0.946
1054,359,5541.198,3399,7936,0.947,1.140,0.877,0.948
1055,436,5967.794,3382,7929,0.918,1.111,0.900,0.945
1056,430,7399.960,3403,13783,0.823,1.649,0.606,0.934
1057,310,4199.861,3408,5797,0.799,1.157,0.864,0.920
1058,497,6869.537,3405,9497,0.919,1.216,0.822,0.955
1059,260,5496.227,3394,7458,0.927,1.060,0.943,0.932
1060,211,8777.000,3386,14263,0.970,1.172,0.853,0.950
1061,431,5934.608,3471,8662,0.921,1.223,0.818,0.948
1062,465,5000.394,3384,6921,0.833,1.405,0.712,0.928
1063,275,5176.102,3392,7304,0.918,1.191,0.840,0.935
1064,356,5533.261,3444,7538,0.939,1.141,0.877,0.948
1065,272,5406.408,3407,7091,0.926,1.121,0.892,0.935
1066,391,11128.788,3390,31884,0.576,1.709,0.585,0.805
1067,174,8226.557,3383,13631,0.873,1.467,0.682,0.933
1068,354,10501.110,3385,25155,0.780,1.483,0.674,0.907
1069,185,7785.962,3401,14416,0.843,1.521,0.657,0.905
1070,300,4331.293,3387,5813,0.876,1.258,0.795,0.927
1071,315,6254.460,3384,8705,0.944,1.166,0.857,0.950
1072,280,5112.286,3408,6997,0.924,1.305,0.766,0.949
1073,377,4279.257,3386,5590,0.772,1.365,0.732,0.900
1074,464,7120.623,3443,10412,0.901,1.154,0.867,0.945
1075,202,9201.851,3386,16982,0.865,1.608,0.622,0.916
1076,439,6908.191,3387,9646,0.919,1.059,0.944,0.943
1077,286,4356.388,3382,5408,0.806,1.512,0.662,0.915
1078,419,4579.788,3399,6348,0.833,1.290,0.775,0.943
1079,496,5805.710,3382,9178,0.803,1.691,0.592,0.915
1080,401,4455.656,3382,5743,0.682,1.283,0.780,0.892
1081,402,6391.634,3454,9850,0.926,1.184,0.845,0.946
1082,280,5029.971,3393,6670,0.910,1.303,0.768,0.930
1083,283,4184.544,3383,5271,0.712,1.550,0.645,0.896
1084,243,5514.173,3392,8134,0.860,1.275,0.784,0.908
1085,364,5321.909,3413,7615,0.929,1.139,0.878,0.947
1086,410,4930.849,3384,6921,0.902,1.119,0.894,0.938
1087,484,6134.048,3432,8837,0.908,1.219,0.820,0.947
1088,442,4870.305,3397,6268,0.909,1.217,0.822,0.951
1089,302,4481.106,3385,5705,0.938,1.091,0.917,0.944
1090,497,5931.909,3397,8084,0.896,1.186,0.843,0.945
1091,377,5980.870,3387,8428,0.924,1.231,0.813,0.947
1092,287,4924.540,3417,6641,0.915,1.274,0.785,0.941
1093,408,4702.880,3386,6426,0.920,1.050,0.952,0.941
1094,255,5412.616,3464,7576,0.935,1.096,0.912,0.946
1095,410,5917.907,3383,8566,0.896,1.173,0.852,0.947
1096,291,10538.601,3407,22338,0.734,2.162,0.462,0.900
1097,280,4649.825,3399,6077,0.886,1.132,0.883,0.927
1098,275,4834.735,3399,6430,0.877,1.665,0.601,0.945
1099,355,11200.524,3384,33414,0.813,1.057,0.946,0.911
1100,294,4784.738,3395,6373,0.913,1.252,0.799,0.933
1101,266,4741.902,3388,6762,0.826,1.342,0.745,0.911
1102,420,4816.545,3442,6496,0.918,1.046,0.956,0.941
1103,293,4413.123,3383,5983,0.794,1.238,0.808,0.924
1104,379,4897.063,3388,6633,0.917,1.102,0.907,0.948
1105,326,4301.043,3387,5563,0.788,1.426,0.701,0.913
1106,300,4536.857,3386,5872,0.905,1.309,0.764,0.945
1107,491,7968.695,3385,11464,0.935,1.116,0.896,0.953
1108,301,4748.708,3389,6697,0.870,1.272,0.786,0.928
1109,278,4553.777,3384,6253,0.842,1.293,0.773,0.927
1110,482,5958.189,3447,8648,0.886,1.282,0.780,0.949
1111,316,5143.854,3391,6757,0.891,1.331,0.751,0.938
1112,496,4774.448,3404,5846,0.912,1.128,0.887,0.947
1113,296,4776.355,3404,6071,0.944,1.154,0.867,0.944
1114,285,5009.646,3388,6701,0.926,1.232,0.812,0.938
1115,487,5504.832,3382,8470,0.914,1.196,0.836,0.952
1116,299,4750.977,3406,6382,0.889,1.286,0.778,0.923
1117,288,5313.146,3409,6984,0.943,1.154,0.867,0.947
1118,308,3974.169,3388,4681,0.701,1.567,0.638,0.866
1119,343,4691.306,3387,6593,0.884,1.123,0.890,0.937
1120,471,5946.002,3395,8122,0.896,1.201,0.832,0.946
1121,361,5554.136,3425,7841,0.921,1.249,0.801,0.948
1122,311,4132.643,3382,5293,0.686,1.677,0.596,0.877
1123,351,4261.886,3386,5709,0.752,1.604,0.623,0.901
1124,426,6826.556,3390,9707,0.917,1.207,0.829,0.942
1125,279,3958.108,3382,5091,0.585,1.301,0.769,0.851
1126,312,5958.721,3444,8129,0.904,1.085,0.922,0.923
1127,284,4798.426,3390,6348,0.866,1.387,0.721,0.928
1128,338,4171.879,3385,5213,0.769,1.121,0.892,0.920
1129,268,3858.526,3384,4839,0.623,1.219,0.820,0.830
1130,314,4416.602,3401,6040,0.817,1.194,0.838,0.915
1131,351,4634.903,3383,6004,0.883,1.192,0.839,0.934
1132,412,5072.806,3387,6874,0.862,1.323,0.756,0.933
1133,298,4392.238,3393,5900,0.899,1.113,0.899,0.943
1134,381,4874.698,3394,6580,0.878,1.278,0.783,0.934
1135,418,6938.548,3390,10314,0.934,1.105,0.905,0.951
1136,309,4613.071,3388,6358,0.919,1.122,0.891,0.934
1137,341,4699.721,3406,6212,0.915,1.148,0.871,0.933
1138,303,4487.165,3383,5789,0.842,1.118,0.894,0.907
1139,357,5342.462,3385,7431,0.890,1.130,0.885,0.936
1140,320,4051.825,3399,5128,0.787,1.212,0.825,0.918
1141,330,5991.906,3389,8984,0.908,1.234,0.810,0.938
1142,366,4939.273,3392,7121,0.891,1.069,0.935,0.943
1143,295,3905.441,3384,4858,0.613,1.279,0.782,0.866
1144,273,5185.469,3388,7197,0.904,1.161,0.861,0.925
1145,423,4600.719,3394,6081,0.885,1.121,0.892,0.932
1146,318,4565.377,3382,5896,0.899,1.346,0.743,0.933
1147,306,4549.003,3383,5716,0.842,1.598,0.626,0.927
1148,405,5114.370,3388,6776,0.925,1.135,0.881,0.951
1149,330,4532.545,3392,5903,0.883,1.084,0.923,0.930
1150,371,4434.402,3384,6055,0.712,1.537,0.651,0.893
1151,354,5429.862,3386,7539,0.897,1.283,0.779,0.938
1152,428,4657.301,3387,6453,0.826,1.257,0.796,0.942
1153,325,4826.215,3387,6450,0.858,1.021,0.979,0.930
1154,333,4584.396,3393,5723,0.916,1.096,0.912,0.941
1155,245,3712.665,3384,4305,0.502,1.799,0.556,0.787
1156,316,4420.184,3384,5497,0.930,1.186,0.843,0.949
1157,488,6232.182,3394,8579,0.910,1.232,0.811,0.944
1158,288,5004.927,3400,6577,0.895,1.347,0.742,0.935
1159,391,4924.292,3391,6756,0.922,1.256,0.796,0.946
1160,323,4269.359,3384,5442,0.855,1.196,0.836,0.911
1161,456,6829.623,3397,12301,0.841,1.292,0.774,0.929
1162,357,4533.874,3386,5756,0.863,1.016,0.985,0.935
1163,353,4421.807,3401,5384,0.894,1.143,0.875,0.934
1164,425,4575.666,3388,6086,0.895,1.252,0.799,0.934
1165,419,4555.375,3400,7087,0.838,1.473,0.679,0.941
1166,334,4800.530,3384,6520,0.887,1.318,0.758,0.945
1167,301,4479.817,3384,5874,0.848,1.201,0.833,0.916
1168,309,4565.602,3382,5902,0.909,1.276,0.783,0.938
1169,304,3701.763,3383,4736,0.557,1.570,0.637,0.825
1170,307,4405.961,3389,5825,0.853,1.268,0.789,0.916
1171,356,4778.596,3414,6659,0.908,1.181,0.847,0.941
1172,365,4707.077,3391,6791,0.737,1.605,0.623,0.897
1173,494,4932.496,3391,6972,0.811,1.683,0.594,0.936
1174,337,4462.445,3384,5992,0.866,1.188,0.842,0.930
1175,441,4592.637,3383,5818,0.895,1.069,0.936,0.938
1176,299,4971.538,3443,7525,0.816,1.787,0.560,0.923
1177,282,4142.025,3383,5365,0.803,1.248,0.801,0.922
1178,296,5189.514,3385,7181,0.843,1.385,0.722,0.929
1179,308,4676.276,3384,6160,0.868,1.303,0.768,0.932
1180,382,4236.246,3384,5383,0.875,1.155,0.865,0.928
1181,303,4812.766,3422,6687,0.728,1.567,0.638,0.883
1182,316,4811.225,3385,6521,0.882,1.364,0.733,0.936
1183,481,8035.505,3391,16459,0.927,1.093,0.915,0.960
1184,440,5537.730,3386,7554,0.899,1.316,0.760,0.946
1185,368,4492.758,3386,5788,0.867,1.234,0.810,0.935
1186,386,4440.326,3387,5636,0.813,1.255,0.797,0.939
1187,330,4110.570,3390,5141,0.836,1.207,0.829,0.924
1188,414,5230.411,3395,6886,0.925,1.136,0.880,0.943
1189,313,4443.454,3388,5621,0.876,1.290,0.775,0.932
1190,326,6820.291,3456,10359,0.935,1.085,0.921,0.945
1191,378,5344.426,3422,7348,0.912,1.078,0.927,0.940
1192,293,5069.543,3418,6997,0.903,1.042,0.960,0.935
1193,368,4316.978,3400,5464,0.917,1.087,0.920,0.942
1194,221,8406.914,3432,15188,0.906,1.329,0.752,0.925
1195,310,4436.765,3393,5489,0.887,1.204,0.831,0.945
1196,435,5028.786,3382,6648,0.870,1.290,0.775,0.941
1197,394,4759.459,3383,6325,0.861,1.298,0.771,0.925
1198,367,5304.815,3386,6979,0.873,1.188,0.842,0.933
1199,304,5040.974,3405,6584,0.901,1.153,0.867,0.941
1200,376,4776.620,3412,6870,0.886,1.128,0.887,0.928
1201,449,5748.784,3453,7915,0.917,1.192,0.839,0.956
1202,227,8308.881,3431,13712,0.928,1.427,0.701,0.958
1203,480,6061.083,3412,8025,0.927,1.204,0.831,0.952
1204,319,4821.100,3409,6237,0.915,1.398,0.715,0.948
1205,313,4518.045,3383,6186,0.799,1.078,0.928,0.899
1206,351,4664.584,3387,6338,0.849,1.070,0.935,0.924
1207,366,4689.503,3386,6696,0.943,1.089,0.918,0.946
1208,319,6233.273,3416,9075,0.932,1.035,0.966,0.945
1209,425,6280.993,3408,8493,0.895,1.202,0.832,0.937
1210,334,5763.296,3386,8036,0.881,1.172,0.853,0.928
1211,316,4856.241,3384,6812,0.891,1.285,0.778,0.939
1212,320,4646.816,3387,6035,0.853,1.439,0.695,0.922
1213,338,5749.541,3388,7848,0.907,1.110,0.901,0.934
1214,328,4207.674,3410,5456,0.746,1.243,0.805,0.907
1215,280,5265.625,3393,7152,0.900,1.290,0.775,0.933
1216,313,5322.537,3397,7360,0.905,1.334,0.750,0.947
1217,317,6146.426,3393,8178,0.950,1.206,0.829,0.952
1218,306,5032.500,3382,6440,0.907,1.190,0.840,0.949
1219,454,5363.308,3404,6998,0.908,1.162,0.860,0.942
1220,394,8182.353,3423,16044,0.593,1.141,0.877,0.857
1221,366,4776.336,3387,6189,0.921,1.121,0.892,0.934
1222,296,4538.186,3393,5767,0.843,1.307,0.765,0.914
1223,382,5495.602,3384,7689,0.915,1.143,0.875,0.943
1224,297,4978.747,3415,6700,0.883,1.418,0.705,0.934
1225,347,6216.202,3514,8855,0.945,1.134,0.882,0.955
1226,313,6295.962,3389,8641,0.898,1.094,0.914,0.936
1227,291,6890.351,3406,10757,0.894,1.117,0.896,0.934
1228,346,5111.968,3382,6554,0.913,1.185,0.844,0.939
1229,342,4995.529,3382,6809,0.902,1.362,0.734,0.938
1230,366,4947.098,3397,6997,0.921,1.217,0.822,0.942
1231,315,5000.356,3384,6636,0.944,1.188,0.842,0.952
1232,357,4474.255,3384,5652,0.828,1.159,0.862,0.919
1233,446,6528.229,3388,9345,0.945,1.145,0.874,0.957
1234,445,6821.885,3397,10008,0.935,1.185,0.844,0.967
1235,353,4756.960,3383,5793,0.901,1.099,0.910,0.943
1236,287,6974.767,3382,10905,0.908,1.054,0.948,0.923
1237,306,4461.160,3391,5607,0.871,1.278,0.782,0.926
1238,431,8619.028,3384,14697,0.584,2.666,0.375,0.851
1239,417,6914.930,3399,9998,0.911,1.237,0.808,0.946
1240,344,4906.230,3384,6256,0.838,1.545,0.647,0.919
1241,395,4783.086,3389,6486,0.925,1.120,0.893,0.943
1242,401,4698.564,3411,5977,0.863,1.257,0.796,0.930
1243,425,5726.134,3384,8452,0.914,1.150,0.870,0.944
1244,452,6168.615,3409,9150,0.918,1.267,0.789,0.952
1245,175,9233.914,3386,17750,0.882,1.548,0.646,0.923
1246,411,6262.964,3418,8963,0.962,1.163,0.860,0.958
1247,494,6960.931,3406,9455,0.908,1.309,0.764,0.952
1248,295,5516.190,3423,7734,0.893,1.375,0.727,0.931
1249,368,4672.117,3420,5907,0.917,1.089,0.918,0.938
1250,336,5093.193,3389,7220,0.863,1.245,0.803,0.928
1251,333,6143.411,3384,8698,0.932,1.097,0.911,0.938
1252,422,4628.498,3388,6031,0.877,1.126,0.888,0.937
1253,389,4664.514,3406,6326,0.844,1.045,0.956,0.911
1254,348,4262.489,3399,5463,0.828,1.230,0.813,0.927
1255,447,6548.631,3408,9076,0.908,1.187,0.842,0.950
1256,335,5242.081,3397,7179,0.937,1.100,0.909,0.944
1257,313,5348.700,3396,7251,0.870,1.073,0.932,0.922
1258,469,6396.226,3382,8879,0.933,1.180,0.848,0.950
1259,483,7239.669,3427,9868,0.938,1.055,0.948,0.957
1260,377,10666.589,3415,22947,0.693,2.004,0.499,0.873
1261,347,4912.816,3410,6330,0.938,1.160,0.862,0.948
1262,490,6986.676,3454,9564,0.933,1.189,0.841,0.954
1263,339,5204.065,3404,6931,0.939,1.270,0.787,0.955
1264,355,4854.507,3413,6246,0.921,1.166,0.857,0.949
1265,438,8076.920,3395,12834,0.834,1.676,0.597,0.938
1266,362,4746.638,3391,6496,0.902,1.150,0.870,0.940
1267,315,5384.552,3387,7519,0.927,1.087,0.920,0.955
1268,353,4465.550,3384,5706,0.859,1.201,0.833,0.933
1269,326,5095.617,3383,6800,0.890,1.059,0.944,0.934
1270,359,5057.554,3403,7133,0.910,1.021,0.979,0.936
1271,450,6031.807,3387,8097,0.914,1.038,0.963,0.949
1272,499,7218.926,3397,11400,0.931,1.089,0.918,0.954
1273,394,5987.231,3400,8657,0.908,1.219,0.820,0.940
1274,374,4699.503,3388,5897,0.830,1.541,0.649,0.930
1275,202,10377.693,3396,22517,0.892,1.561,0.640,0.927
1276,213,9697.061,3411,19975,0.881,1.471,0.680,0.932
1277,365,4750.008,3395,6961,0.810,1.369,0.731,0.926
1278,484,7543.469,3389,10929,0.908,1.171,0.854,0.946
1279,415,8868.742,3384,17616,0.813,1.135,0.881,0.904
1280,386,5952.391,3390,8245,0.925,1.311,0.763,0.951
1281,319,5134.116,3388,6924,0.915,1.230,0.813,0.937
1282,349,5524.364,3383,7706,0.912,1.175,0.851,0.942
1283,419,5073.372,3434,6209,0.915,1.280,0.781,0.947
1284,410,4111.451,3382,4998,0.902,1.141,0.876,0.938
1285,372,4463.978,3392,5815,0.885,1.280,0.781,0.935
1286,393,4474.613,3421,5689,0.892,1.121,0.892,0.935
1287,312,5368.577,3403,7375,0.904,1.179,0.848,0.931
1288,321,5238.277,3386,6940,0.911,1.191,0.840,0.943
1289,424,5573.804,3389,8051,0.926,1.157,0.864,0.947
1290,251,7077.538,3405,10386,0.940,1.124,0.889,0.940
1291,353,5466.688,3400,7541,0.894,1.234,0.810,0.944
1292,352,5022.395,3408,6411,0.898,1.150,0.869,0.936
1293,325,5189.225,3401,6929,0.916,1.114,0.897,0.939
1294,377,4279.326,3382,5605,0.772,1.242,0.805,0.917
1295,267,6579.187,3389,9380,0.926,1.162,0.860,0.934
1296,395,4838.367,3414,6292,0.916,1.227,0.815,0.950
1297,414,5238.507,3396,6996,0.872,1.185,0.844,0.937
1298,390,4669.059,3383,6321,0.893,1.026,0.975,0.934
1299,414,4848.145,3389,6521,0.899,1.079,0.927,0.937
1300,279,6232.423,3384,9994,0.957,1.085,0.922,0.952
